Date,S&P500 (US),Nasdaq (US),FTSE100 (UK),DAX (Germany),CAC40 (France),Nikkei225 (Japan),HangSeng (HK),Shanghai (China),Nifty50 (India),Bovespa (Brazil),TSX (Canada),ASX200 (Australia)
2005-01-21,1167.8699951171875,2034.27001953125,4803.2998046875,4213.7001953125,3854.18994140625,11238.3701171875,13481.01953125,1234.4759521484375,,23818.0,9086.7998046875,4043.89990234375
2005-01-24,1163.75,2008.699951171875,4812.5,4201.89013671875,3848.7099609375,11289.490234375,13386.990234375,1255.7769775390625,,24198.0,9078.2001953125,4044.800048828125
2005-01-25,1168.4100341796875,2019.949951171875,4843.2001953125,4233.9501953125,3882.0400390625,11276.91015625,13584.0595703125,1254.2340087890625,,,9125.099609375,4055.89990234375
2005-01-26,1174.0699462890625,2046.0899658203125,4847.10009765625,4214.1201171875,3879.820068359375,11376.5703125,13623.6796875,1241.9580078125,,24530.0,9162.400390625,
2005-01-27,1174.550048828125,2047.1500244140625,4853.39990234375,4216.41015625,3891.39990234375,11341.3095703125,13628.91015625,1225.8909912109375,,24030.0,9174.400390625,4105.7001953125
2005-01-28,1171.3599853515625,2035.8299560546875,4832.7998046875,4201.81005859375,3870.35009765625,11320.580078125,13650.0595703125,1213.6729736328125,,23968.0,9141.7998046875,4098.89990234375
2005-01-31,1181.27001953125,2062.409912109375,4852.2998046875,4254.85009765625,3913.68994140625,11387.58984375,13721.6904296875,1191.822998046875,,24351.0,9204.099609375,4107.2998046875
2005-02-01,1189.4100341796875,2068.699951171875,4906.2001953125,4279.97021484375,3939.179931640625,11384.400390625,13578.259765625,1188.9310302734375,,24149.0,9270.099609375,4127.7001953125
2005-02-02,1193.18994140625,2075.06005859375,4916.2001953125,4296.31005859375,3951.719970703125,11407.1396484375,13555.7998046875,1252.5,,24605.0,9303.900390625,4145.2998046875
2005-02-03,1189.8900146484375,2057.639892578125,4908.2998046875,4281.64013671875,3928.93994140625,11389.349609375,13515.330078125,1242.3070068359375,,24874.0,9303.7001953125,4151.2998046875
2005-02-04,1203.030029296875,2086.659912109375,4941.5,4339.27978515625,3958.010009765625,11360.400390625,13585.169921875,1269.0040283203125,,25732.0,9358.2998046875,4161.7998046875
2005-02-07,1201.719970703125,2082.030029296875,4979.7998046875,4366.35009765625,3981.89990234375,11499.8603515625,13795.0,,,,9371.900390625,4189.60009765625
2005-02-08,1202.300048828125,2086.679931640625,4995.5,4371.39013671875,3980.77001953125,11490.4296875,13845.6298828125,,,,9392.7001953125,4179.10009765625
2005-02-09,1191.989990234375,2052.550048828125,4990.39990234375,4353.14990234375,3969.6201171875,11473.349609375,,,,26314.0,9402.599609375,4172.10009765625
2005-02-10,1197.010009765625,2053.10009765625,5000.0,4342.009765625,3970.3701171875,11553.5595703125,,,,26416.0,9496.400390625,4174.89990234375
2005-02-11,1205.300048828125,2076.659912109375,5044.2001953125,4387.7998046875,4016.75,,,,,26671.0,9558.5,4174.2998046875
2005-02-14,1206.1400146484375,2082.909912109375,5041.7998046875,4386.39990234375,4012.110107421875,11632.2001953125,14017.23046875,,,26532.0,9585.2001953125,4150.2001953125
2005-02-15,1210.1199951171875,2089.2099609375,5058.89990234375,4402.02978515625,4030.449951171875,11646.490234375,13995.830078125,,,26610.0,9570.0,4144.7998046875
2005-02-16,1210.3399658203125,2087.429931640625,5053.2001953125,4368.77001953125,4009.02001953125,11601.6796875,14015.490234375,1278.8800048828125,,26384.0,9639.599609375,4151.7001953125
2005-02-17,1200.75,2061.340087890625,5057.39990234375,4369.68017578125,4005.5,11582.7197265625,13967.8203125,1276.134033203125,,27091.0,9619.2998046875,4166.89990234375
2005-02-18,1201.5899658203125,2058.6201171875,5057.2001953125,4359.47021484375,4029.02001953125,11660.1201171875,14087.8701171875,1258.968994140625,,26756.0,9658.7998046875,4163.60009765625
2005-02-21,,,5060.7998046875,4353.33984375,4022.6201171875,11651.01953125,14111.650390625,1284.47998046875,,26853.0,9682.2998046875,4168.2001953125
2005-02-22,1184.1600341796875,2030.3199462890625,5032.89990234375,4323.2099609375,4002.330078125,11597.7099609375,14090.51953125,1309.2769775390625,,26740.0,9640.5,4153.2998046875
2005-02-23,1190.800048828125,2031.25,4988.5,4310.66015625,3977.18994140625,11500.1796875,13957.9404296875,1309.4749755859375,,27198.0,9675.7001953125,4119.2001953125
2005-02-24,1200.199951171875,2051.699951171875,4972.10009765625,4304.2900390625,3977.669921875,11531.150390625,14060.91015625,1309.948974609375,,28436.0,9657.7001953125,4096.89990234375
2005-02-25,1211.3699951171875,2065.39990234375,5006.7998046875,4348.64013671875,4034.570068359375,11658.25,14157.08984375,1312.4449462890625,,28425.0,9741.400390625,4130.5
2005-02-28,1203.5999755859375,2051.719970703125,4968.5,4350.490234375,4027.159912109375,11740.599609375,14195.349609375,1306.0030517578125,,28139.0,9668.2998046875,4172.7998046875
2005-03-01,1210.4100341796875,2071.25,5000.5,4383.6201171875,4054.97998046875,11780.5302734375,14061.150390625,1303.4119873046875,,27730.0,9728.0,4184.89990234375
2005-03-02,1210.0799560546875,2067.5,4992.7998046875,4393.43017578125,4062.719970703125,11813.7099609375,13850.7802734375,1287.449951171875,,28200.0,9800.099609375,4191.5
